text_id	token_id	token	POS	lemma	mistake_id
2	4	and	CC	and	NA
2	5	Polysemy	NP	polysemy	NA
2	6	:	Fd	:	NA
2	7	Lexical	JJ	lexical	NA
2	8	and	CC	and	NA
2	9	Grammatical Ambiguity	NP	grammatical_ambiguity	NA
2	10	.	Fp	.	NA
2	11	Linguistic	JJ	linguistic	NA
2	12	Semantics	NP	semantics	NA
2	13	.	Fp	.	NA
2	14	Pp	RB	pp	NA
2	15	.	Fp	.	NA
2	16	54-60	Z	54-60	NA
2	17	.	Fp	.	NA
2	18	The	DT	the	NA
2	19	distinction	NN	distinction	NA
2	20	between	IN	between	NA
2	21	homonymy	NN	homonymy	NA
2	22	and	CC	and	NA
2	23	polisemy	NN	polisemy	2
2	24	is	VBZ	be	NA
2	25	important	JJ	important	NA
2	26	to	TO	to	NA
2	27	be	VB	be	NA
2	28	made	VBN	make	NA
2	29	not	RB	not	NA
2	30	only	JJ	only	NA
2	31	for	IN	for	NA
2	32	the	DT	the	NA
2	33	purpose	NN	purpose	NA
2	34	of	IN	of	NA
2	35	defining	VBG	define	NA
2	36	terminology	NN	terminology	NA
2	37	,	Fc	,	NA
2	38	but	CC	but	NA
2	39	also	RB	also	NA
2	40	for	IN	for	NA
2	41	the	DT	the	NA
2	42	possibility	NN	possibility	NA
2	43	to	TO	to	NA
2	44	distinguish	VB	distinguish	NA
2	45	words	NNS	word	NA
2	46	that	WDT	that	NA
2	47	sound	VBP	sound	NA
2	48	the	DT	the	NA
2	49	same	JJ	same	NA
2	50	by chance	RB	by_chance	NA
2	51	from	IN	from	NA
2	52	the	DT	the	NA
2	53	ones	NNS	one	NA
2	54	that	WDT	that	NA
2	55	have	VBP	have	NA
2	56	etymological	JJ	etymological	NA
2	57	connection	NN	connection	NA
2	58	.	Fp	.	NA
2	59	Lyons	NP	lyons	NA
2	60	in	IN	in	NA
2	61	the	DT	the	NA
2	62	chapter	NN	chapter	NA
2	63	Homonymy	NP	homonymy	3
2	64	and	CC	and	3
2	65	Polysemy	NP	polysemy	3
2	66	;	Fx	;	3
2	67	Lexical	NP	lexical	3
2	68	and	CC	and	3
2	69	Grammatical Ambiguity	NP	grammatical_ambiguity	3
2	70	of	IN	of	NA
2	71	his	PRP2	his	NA
2	72	book	NN	book	NA
2	73	sets	VBZ	set	NA
2	74	himself	PRP	himself	NA
2	75	a	DT	a	NA
2	76	task	NN	task	NA
2	77	of	IN	of	NA
2	78	dividing	VBG	divide	NA
2	79	these	DT	these	NA
2	80	terms	NNS	term	NA
2	81	.	Fp	.	NA
2	82	First	RB	first	NA
2	83	,	Fc	,	NA
2	84	the	DT	the	NA
2	85	author	NN	author	NA
2	86	provides	VBZ	provide	NA
2	87	the	DT	the	NA
2	88	traditional	JJ	traditional	NA
2	89	definitions	NNS	definition	NA
2	90	.	Fp	.	NA
2	91	He	PRP	he	NA
2	92	describes	VBZ	describe	NA
2	93	homonyms	NNS	homonym	NA
2	94	as	IN	as	NA
2	95	different	JJ	different	NA
2	96	lexems	NNS	lexems	4
2	97	with	IN	with	NA
2	98	the	DT	the	NA
2	99	same	JJ	same	NA
2	100	form	NN	form	NA
2	101	and	CC	and	NA
2	102	defines	VBZ	define	NA
2	103	polysemy	NN	polysemy	NA
2	104	as	IN	as	NA
2	105	the	DT	the	NA
2	106	occurrence	NN	occurrence	NA
2	107	of	IN	of	NA
2	108	a	DT	a	5
2	109	few	DT	few	5
2	110	meanings	NNS	meaning	NA
2	111	for	IN	for	NA
2	112	one	DT	one	NA
2	113	word	NN	word	NA
2	114	.	Fp	.	NA
2	115	In	IN	in	NA
2	116	this	DT	this	NA
2	117	work	NN	work	NA
2	118	he	PRP	he	NA
2	119	offers	VBZ	offer	NA
2	120	the	DT	the	NA
2	121	criterion	NN	criterion	NA
2	122	of	IN	of	NA
2	123	etymology	NN	etymology	NA
2	124	as	IN	as	NA
2	125	the	DT	the	NA
2	126	main	JJ	main	NA
2	127	method	NN	method	NA
2	128	of	IN	of	NA
2	129	division	NN	division	NA
2	130	.	Fp	.	NA
2	131	The	DT	the	NA
2	132	author	NN	author	NA
2	133	also	RB	also	NA
2	134	claims	VBZ	claim	NA
2	135	that	IN	that	NA
2	136	it	PRP	it	NA
2	137	is	VBZ	be	NA
2	138	generally	RB	generally	NA
2	139	supported	VBN	support	NA
2	140	by	IN	by	NA
2	141	the	DT	the	NA
2	142	intuition	NN	intuition	NA
2	143	of	IN	of	NA
2	144	native	JJ	native	NA
2	145	speakers	NNS	speaker	NA
2	146	.	Fp	.	NA
2	147	Although	IN	although	NA
2	148	the	DT	the	NA
2	149	criteria	NNS	criterion	NA
2	150	given	VBN	give	NA
2	151	by	IN	by	NA
2	152	Lyons	NP	lyons	NA
2	153	in	IN	in	NA
2	154	the	DT	the	NA
2	155	chapter	NN	chapter	NA
2	156	seem	VBP	seem	NA
2	157	convincing	VBG	convince	NA
2	158	at	IN	at	NA
2	159	first	JJ	1	NA
2	160	,	Fc	,	NA
2	161	they	PRP	they	NA
2	162	appear	VBP	appear	NA
2	163	to	TO	to	NA
2	164	be	VB	be	NA
2	165	unreliable	JJ	unreliable	NA
2	166	or	CC	or	NA
2	167	at least	RB	at_least	NA
2	168	insufficient	JJ	insufficient	NA
2	169	in	IN	in	NA
2	170	the	DT	the	NA
2	171	end	NN	end	NA
2	172	.	Fp	.	NA
2	173	There	EX	there	NA
2	174	are	VBP	be	NA
2	175	many	PRP	many	NA
2	176	cases	VBZ	case	NA
2	177	where	WRB	where	NA
2	178	the	DT	the	NA
2	179	words	NNS	word	NA
2	180	'	Fe		NA
2	181	etymology	NN	etymology	NA
2	182	is	VBZ	be	NA
2	183	not	RB	not	NA
2	184	known	VBN	know	NA
2	185	,	Fc	,	NA
2	186	which	WDT	which	NA
2	187	makes	VBZ	make	NA
2	188	us	PRP	us	NA
2	189	reach	VB	reach	NA
2	190	a	DT	a	NA
2	191	deadlock	NN	deadlock	NA
2	192	and	CC	and	NA
2	193	the	DT	the	NA
2	194	native	JJ	native	NA
2	195	speakers	NNS	speaker	NA
2	196	cannot	MD	can	NA
2	197	cannot	RB	not	NA
2	198	help	VB	help	NA
2	199	breaking	VBG	break	NA
2	200	the	DT	the	NA
2	201	impasse	NN	impasse	NA
2	202	.	Fp	.	6
2	203	It	PRP	it	NA
2	204	is	VBZ	be	NA
2	205	not	RB	not	NA
2	206	veryconvincing	VBG	veryconvincing	NA
2	207	that	IN	that	NA
2	208	the	DT	the	NA
2	209	speakers	NNS	speaker	NA
2	210	'	Fe		NA
2	211	intuition	NN	intuition	NA
2	212	can	MD	can	NA
2	213	be	VB	be	NA
2	214	a	DT	a	NA
2	215	significant	JJ	significant	NA
2	216	criterion	NN	criterion	NA
2	217	at	IN	at	NA
2	218	all	DT	all	NA
2	219	.	Fp	.	NA
2	220	For instance	RB	for_instance	NA
2	221	,	Fc	,	NA
2	222	the	DT	the	NA
2	223	two	Z	2	NA
2	224	meanings	NNS	meaning	NA
2	225	of	IN	of	NA
2	226	the	DT	the	NA
2	227	word	NN	word	NA
2	228	'	Fe		NA
2	229	pupil	NN	pupil	NA
2	230	'	Fe		NA
2	231	are	VBP	be	NA
2	232	regarded	VBN	regard	NA
2	233	by	IN	by	NA
2	234	most	RBS	many	NA
2	235	people	NNS	people	NA
2	236	as	IN	as	NA
2	237	the	DT	the	NA
2	238	display	NN	display	NA
2	239	of	IN	of	NA
2	240	homonymy	NN	homonymy	NA
2	241	.	Fp	.	NA
2	242	However	RB	however	NA
2	243	,	Fc	,	NA
2	244	they	PRP	they	NA
2	245	have	VBP	have	NA
2	246	the	DT	the	NA
2	247	same	JJ	same	NA
2	248	Latin	NP	latin	NA
2	249	origin	NN	origin	NA
2	250	,	Fc	,	NA
2	251	the	DT	the	NA
2	252	word	NN	word	NA
2	253	'	Fe		NA
2	254	pupilla	NN	pupilla	NA
2	255	'	Fe		NA
2	256	and	CC	and	NA
2	257	according to	IN	according_to	NA
2	258	the	DT	the	NA
2	259	traditional	JJ	traditional	NA
2	260	definition	NN	definition	NA
2	261	should	MD	should	NA
2	262	be	VB	be	NA
2	263	considered	VBN	consider	NA
2	264	polysemous	JJ	polysemous	NA
2	265	.	Fp	.	NA
2	266	Moreover	RB	moreover	NA
2	267	,	Fc	,	NA
2	268	in	IN	in	NA
2	269	some	DT	some	NA
2	270	cases	VBZ	case	NA
2	271	the	DT	the	NA
2	272	clear	JJ	clear	NA
2	273	homonymous	JJ	homonymous	NA
2	274	examples	NNS	example	NA
2	275	may	MD	may	NA
2	276	be	VB	be	NA
2	277	confused	VBN	confuse	NA
2	278	with	IN	with	NA
2	279	polysemy	NN	polysemy	NA
2	280	.	Fp	.	NA
2	281	The	DT	the	NA
2	282	Russian	NP	russian	NA
2	283	word	NN	word	NA
2	284	'	Fe		NA
2	285	'	Fe		NA
2	286	can	MD	can	NA
2	287	mean	VB	mean	NA
2	288	either	DT	either	NA
2	289	shoulder-blade	NN	shoulder-blade	NA
2	290	or	CC	or	NA
2	291	a	DT	a	NA
2	292	small	JJ	small	NA
2	293	shovel	NN	shovel	NA
2	294	.	Fp	.	NA
2	295	People	NNS	people	NA
2	296	generally	RB	generally	NA
2	297	think	VBP	think	NA
2	298	they	PRP	they	NA
2	299	have	VBP	have	NA
2	300	the	DT	the	NA
2	301	same	JJ	same	NA
2	302	origin	NN	origin	NA
2	303	because	IN	because	NA
2	304	they	PRP	they	NA
2	305	have	VBP	have	NA
2	306	a	DT	a	NA
2	307	similar	JJ	similar	NA
2	308	shape	NN	shape	NA
2	309	,	Fc	,	NA
2	310	but	CC	but	NA
2	311	it	PRP	it	NA
2	312	is	VBZ	be	NA
2	313	known	VBN	know	NA
2	314	that	IN	that	NA
2	315	the	DT	the	NA
2	316	first	JJ	1	NA
2	317	meaning	NN	meaning	NA
2	318	came	VBD	come	NA
2	319	from	IN	from	NA
2	320	Latin	NP	latin	NA
2	321	and	CC	and	NA
2	322	the	DT	the	NA
2	323	second	JJ	2	NA
2	324	one	NN	one	NA
2	325	is	VBZ	be	NA
2	326	Proto-Slavonic	NP	proto-slavonic	NA
2	327	.	Fp	.	NA
2	328	As	IN	as	NA
2	329	the	DT	the	NA
2	330	second	JJ	2	NA
2	331	criterion	NN	criterion	NA
2	332	is	VBZ	be	NA
2	333	,	Fc	,	NA
2	334	obviously	RB	obviously	NA
2	335	,	Fc	,	NA
2	336	not	RB	not	NA
2	337	very	RB	very	NA
2	338	reliable	JJ	reliable	NA
2	339	,	Fc	,	NA
2	340	the	DT	the	NA
2	341	only	JJ	only	NA
2	342	necessary	JJ	necessary	NA
2	343	condition	NN	condition	NA
2	344	for	IN	for	NA
2	345	distinguishing	VBG	distinguish	NA
2	346	polysemy	NN	polysemy	NA
2	347	and	CC	and	NA
2	348	homonymy	NN	homonymy	NA
2	349	is	VBZ	be	NA
2	350	etymology	NN	etymology	NA
2	351	,	Fc	,	NA
2	352	which	WDT	which	NA
2	353	is	VBZ	be	NA
2	354	not	RB	not	NA
2	355	enough	JJ	enough	7
2	356	for	IN	for	NA
2	357	defining	VBG	define	NA
2	358	ambiguous	JJ	ambiguous	NA
2	359	words	NNS	word	NA
2	360	with	IN	with	NA
2	361	unknown	JJ	unknown	NA
2	362	origins	NNS	origin	NA
2	363	.	Fp	.	NA
2	364	Despite	IN	despite	NA
2	365	the	DT	the	NA
2	366	above	IN	above	NA
2	367	criticisms	NNS	criticism	NA
2	368	,	Fc	,	NA
2	369	to	TO	to	NA
2	370	say	VB	say	NA
2	371	that	IN	that	NA
2	372	Lyons	NP	lyons	NA
2	373	presented	VBD	present	NA
2	374	false	JJ	false	NA
2	375	criteria	NNS	criterion	NA
2	376	would	MD	would	NA
2	377	be	VB	be	NA
2	378	wrong	JJ	wrong	NA
2	379	.	Fp	.	NA
2	380	The	DT	the	NA
2	381	only	JJ	only	NA
2	382	real	JJ	real	NA
2	383	shortcoming	NN	shortcoming	NA
2	384	of	IN	of	NA
2	385	this	DT	this	NA
2	386	chapter	NN	chapter	NA
2	387	is	VBZ	be	NA
2	388	the	DT	the	NA
2	389	lack	NN	lack	NA
2	390	of	IN	of	NA
2	391	analysis	NN	analysis	NA
2	392	of	IN	of	NA
2	393	less	IN	less	NA
2	394	trivial	JJ	trivial	NA
2	395	cases	NNS	case	NA
2	396	.	Fp	.	NA
3	1	Abstract	JJ	abstract	NA
3	2	on	IN	on	NA
3	3	"	Fe	"	NA
3	4	Voice	NN	voice	NA
3	5	coarticulation	NN	coarticulation	NA
3	6	in	IN	in	NA
3	7	obstruent	JJ	obstruent	NA
3	8	+	Fz	+	NA
3	9	vibrant	JJ	vibrant	NA
3	10	clusters	NNS	cluster	NA
3	11	in	IN	in	NA
3	12	external	JJ	external	NA
3	13	sandhi	NN	sandhi	NA
3	14	position	NN	position	NA
3	15	in	IN	in	NA
3	16	Modern Standard Russian	NP	modern_standard_russian	NA
3	17	"	Fe	"	NA
3	18	course	NN	course	NA
3	19	project	NN	project	NA
3	20	Coarticulation	NP	coarticulation	NA
3	21	is	VBZ	be	NA
3	22	a	DT	a	NA
3	23	phonetical	JJ	phonetical	7
3	24	process	NN	process	NA
3	25	of	IN	of	NA
3	26	sound	JJ	sound	NA
3	27	alteration	NN	alteration	NA
3	28	,	Fc	,	NA
3	29	the	DT	the	NA
3	30	only	JJ	only	NA
3	31	discovered	VBN	discover	NA
3	32	and	CC	and	NA
3	33	proved	VBN	prove	NA
3	34	purpose	NN	purpose	NA
3	35	of	IN	of	NA
3	36	which	WDT	which	NA
3	37	is	VBZ	be	NA
3	38	making	VBG	make	NA
3	39	speech	NN	speech	NA
3	40	more	RBR	many	NA
3	41	fluent	JJ	fluent	NA
3	42	.	Fp	.	NA
3	43	The	DT	the	NA
3	44	goal	NN	goal	NA
3	45	of	IN	of	NA
3	46	this	DT	this	NA
3	47	project	NN	project	NA
3	48	is	VBZ	be	NA
3	49	to	TO	to	NA
3	50	collect	VB	collect	NA
3	51	more	RBR	many	NA
3	52	information	NN	information	NA
3	53	regarding	VBG	regard	NA
3	54	the	DT	the	NA
3	55	phenomenon	NN	phenomenon	NA
3	56	.	Fp	.	NA
3	57	Since	IN	since	NA
3	58	the	DT	the	NA
3	59	combination	NN	combination	NA
3	60	of	IN	of	NA
3	61	[	Fca	[	NA
3	62	ш	NN	ш	NA
3	63	]	Fct	]	NA
3	64	and	CC	and	NA
3	65	[	Fca	[	NA
3	66	р	NN	р	NA
3	67	]	Fct	]	NA
3	68	in	IN	in	NA
3	69	Russian	NP	russian	NA
3	70	is	VBZ	be	NA
3	71	rare	JJ	rare	NA
3	72	,	Fc	,	NA
3	73	it	PRP	it	NA
3	74	's	VBZ	be	NA
3	75	coarticulation	NN	coarticulation	NA
3	76	is	VBZ	be	NA
3	77	unpredictable	JJ	unpredictable	NA
3	78	.	Fp	.	NA
3	79	As	IN	as	NA
3	80	this	DT	this	NA
3	81	may	MD	may	NA
3	82	lead	VB	lead	NA
3	83	to	TO	to	NA
3	84	understanding	NN	understanding	NA
3	85	of	IN	of	NA
3	86	reason	NN	reason	NA
3	87	behind	IN	behind	NA
3	88	coarticulation	NN	coarticulation	NA
3	89	establishment	NN	establishment	10
3	90	,	Fc	,	NA
3	91	this	DT	this	NA
3	92	exact	JJ	exact	NA
3	93	consonant	JJ	consonant	NA
3	94	combination	NN	combination	NA
3	95	has	VBZ	have	NA
3	96	been	VBN	be	NA
3	97	chosen	VBN	choose	NA
3	98	for	IN	for	NA
3	99	the	DT	the	NA
3	100	research	NN	research	NA
3	101	.	Fp	.	NA
3	102	A	DT	a	NA
3	103	specific	JJ	specific	NA
3	104	text	NN	text	NA
3	105	was	VBD	be	NA
3	106	composed	VBN	compose	NA
3	107	,	Fc	,	NA
3	108	then	RB	then	NA
3	109	vocalised	VBN	vocalise	NA
3	110	and	CC	and	NA
3	111	recorded	VBN	record	NA
3	112	for	IN	for	NA
3	113	the	DT	the	NA
3	114	research	NN	research	NA
3	115	purposes	NNS	purpose	NA
3	116	.	Fp	.	NA
3	117	Oscilogramms	NP	oscilogramms	NA
3	118	of	IN	of	NA
3	119	the	DT	the	NA
3	120	recorded	VBN	record	NA
3	121	files	NNS	file	NA
3	122	were	VBD	be	NA
3	123	then	RB	then	NA
3	124	produced	VBN	produce	NA
3	125	via	IN	via	NA
3	126	the	DT	the	NA
3	127	Speech Analyzer	NP	speech_analyzer	NA
3	128	programm	NN	programm	NA
3	129	.	Fp	.	NA
3	130	These	DT	these	NA
3	131	oscilogramms	NNS	oscilogramms	NA
3	132	indicated	VBD	indicate	NA
3	133	all	PDT	all	NA
3	134	the	DT	the	NA
3	135	processes	NNS	process	NA
3	136	,	Fc	,	NA
3	137	that	WDT	that	NA
3	138	occurred	VBD	occur	NA
3	139	in	IN	in	NA
3	140	the	DT	the	NA
3	141	speech	NN	speech	NA
3	142	.	Fp	.	NA
3	143	On	IN	on	NA
3	144	the	DT	the	NA
3	145	basis	NN	basis	NA
3	146	of	IN	of	NA
3	147	what	WP	what	NA
3	148	has	VBZ	have	NA
3	149	benn	VBN	benn	8
3	150	traced	VBN	trace	NA
3	151	on	IN	on	NA
3	152	the	DT	the	NA
3	153	oscilogramms	NNS	oscilogramms	NA
3	154	several	JJ	several	NA
3	155	assumptions	NNS	assumption	NA
3	156	were	VBD	be	NA
3	157	made	VBN	make	NA
3	158	(	Fpa	(	NA
3	159	see	VB	see	NA
3	160	the	DT	the	NA
3	161	course	NN	course	NA
3	162	project	NN	project	NA
3	163	for	IN	for	NA
3	164	details	NNS	detail	NA
3	165	)	Fpt	)	NA
3	166	.	Fp	.	NA
3	167	These	DT	these	NA
3	168	assumptions	NNS	assumption	NA
3	169	should	MD	should	NA
3	170	lead	VB	lead	NA
3	171	to	TO	to	NA
3	172	further	JJ	further	NA
3	173	investigation	NN	investigation	NA
3	174	of	IN	of	NA
3	175	coarticulation	NN	coarticulation	NA
3	176	.	Fp	.	NA
3	177	They	PRP	they	NA
3	178	may	MD	may	NA
3	179	also	RB	also	NA
3	180	have	VB	have	NA
3	181	practical	JJ	practical	NA
3	182	value	NN	value	NA
3	183	,	Fc	,	NA
3	184	e.g.	RB	e.g.	NA
3	185	a	DT	a	NA
3	186	fresh	JJ	fresh	NA
3	187	outlook	NN	outlook	NA
3	188	on	IN	on	NA
3	189	the	DT	the	NA
3	190	script	NN	script	NA
3	191	of	IN	of	NA
3	192	a	DT	a	NA
3	193	speech-producing	VBG	speech-producing	NA
3	194	programm	NN	programm	9
3	195	.	Fp	.	NA
4	1	Review	NN	review	NA
4	2	John Lyons	NP	john_lyons	NA
4	3	.	Fp	.	NA
4	4	Componential	NP	componential	NA
4	5	analysis	NN	analysis	NA
4	6	.	Fp	.	NA
4	7	In	IN	in	NA
4	8	Linguistic Semantics	NP	linguistic_semantics	NA
4	9	.	Fp	.	NA
4	10	pp	RB	pp	NA
4	11	.	Fp	.	NA
4	12	107-114	Z	107-114	NA
4	13	.	Fp	.	NA
4	14	Componential	NP	componential	NA
4	15	analysis	NN	analysis	NA
4	16	,	Fc	,	NA
4	17	alternatively	RB	alternatively	NA
4	18	called	VBN	call	NA
4	19	'	Fe		NA
4	20	lexical	JJ	lexical	NA
4	21	decomposition	NN	decomposition	NA
4	22	'	Fe		NA
4	23	,	Fc	,	NA
4	24	is	VBZ	be	NA
4	25	a	DT	a	NA
4	26	framework	NN	framework	NA
4	27	of	IN	of	NA
4	28	analysis	NN	analysis	NA
4	29	of	IN	of	NA
4	30	a	DT	a	NA
4	31	word	NN	word	NA
4	32	sense	NN	sense	NA
4	33	.	Fp	.	NA
4	34	It	PRP	it	NA
4	35	used	VBD	use	NA
4	36	to	TO	to	NA
4	37	be	VB	be	NA
4	38	popular	JJ	popular	NA
4	39	in	IN	in	NA
4	40	the	DT	the	NA
4	41	middle	NN	middle	NA
4	42	of	IN	of	NA
4	43	the	DT	the	NA
4	44	20th	JJ	20	NA
4	45	century	NN	century	NA
4	46	,	Fc	,	NA
4	47	but	CC	but	NA
4	48	then	RB	then	NA
4	49	it	PRP	it	NA
4	50	was	VBD	be	NA
4	51	forgotten	VBN	forget	NA
4	52	and	CC	and	NA
4	53	now	RB	now	NA
4	54	is	VBZ	be	NA
4	55	not	RB	not	NA
4	56	used	VBN	use	NA
4	57	in	IN	in	NA
4	58	its	PRP2	its	NA
4	59	pure	JJ	pure	NA
4	60	form	NN	form	NA
4	61	.	Fp	.	NA
4	62	This	DT	this	NA
4	63	paper	NN	paper	NA
4	64	sets	VBZ	set	NA
4	65	out	RP	out	NA
4	66	to	TO	to	NA
4	67	highlight	VB	highlight	NA
4	68	the	DT	the	NA
4	69	advantages	NNS	advantage	NA
4	70	and	CC	and	NA
4	71	disadvantages	NNS	disadvantage	NA
4	72	of	IN	of	NA
4	73	the	DT	the	NA
4	74	method	NN	method	NA
4	75	and	CC	and	NA
4	76	determine	VB	determine	NA
4	77	whether	IN	whether	NA
4	78	any	DT	any	NA
4	79	principles	NNS	principle	NA
4	80	of	IN	of	NA
4	81	componential	JJ	componential	NA
4	82	analysis	NN	analysis	NA
4	83	may	MD	may	NA
4	84	be	VB	be	NA
4	85	practically	RB	practically	NA
4	86	used	VBN	use	NA
4	87	nowadays	RB	nowadays	NA
4	88	.	Fp	.	NA
4	89	Componential	NP	componential	NA
4	90	analysis	NN	analysis	NA
4	91	is	VBZ	be	NA
4	92	the	DT	the	10
4	93	way	NN	way	NA
4	94	of	IN	of	NA
4	95	introducing	VBG	introduce	11
4	96	the	DT	the	NA
4	97	meaning	NN	meaning	NA
4	98	of	IN	of	NA
4	99	a	DT	a	NA
4	100	word	NN	word	NA
4	101	as	IN	as	NA
4	102	a	DT	a	NA
4	103	set	NN	set	NA
4	104	of	IN	of	NA
4	105	semantic	JJ	semantic	NA
4	106	features	NNS	feature	NA
4	107	,	Fc	,	NA
4	108	which	WDT	which	12
4	109	sense	NN	sense	NA
4	110	is	VBZ	be	NA
4	111	more	RBR	many	NA
4	112	general	JJ	general	NA
4	113	than	IN	than	NA
4	114	the	DT	the	NA
4	115	sense	NN	sense	NA
4	116	of	IN	of	NA
4	117	the	DT	the	NA
4	118	word	NN	word	NA
4	119	itself	PRP	itself	NA
4	120	.	Fp	.	NA
4	121	These	DT	these	NA
4	122	sense-components	NNS	sense-components	NA
4	123	may	MD	may	NA
4	124	be	VB	be	NA
4	125	unordered	JJ	unordered	NA
4	126	and	CC	and	NA
4	127	are	VBP	be	NA
4	128	not	RB	not	NA
4	129	obligatorily	RB	obligatorily	NA
4	130	primitive	JJ	primitive	NA
4	131	but	CC	but	NA
4	132	are	VBP	be	NA
4	133	supposed	VBN	suppose	NA
4	134	to	TO	to	NA
4	135	be	VB	be	NA
4	136	universal	NN	universal	NA
4	137	and	CC	and	NA
4	138	presumably	RB	presumably	NA
4	139	exist	VB	exist	NA
4	140	in	IN	in	NA
4	141	every	DT	every	NA
4	142	language	NN	language	NA
4	143	.	Fp	.	NA
4	144	For instance	RB	for_instance	NA
4	145	,	Fc	,	NA
4	146	the	DT	the	NA
4	147	word	NN	word	NA
4	148	'	Fe		NA
4	149	man	NN	man	NA
4	150	'	Fe		NA
4	151	may	MD	may	NA
4	152	be	VB	be	NA
4	153	analysed	VBN	analyse	NA
4	154	as	IN	as	NA
4	155	'	Fe		NA
4	156	human	JJ	human	NA
4	157	'	Fe		NA
4	158	&	Fz	&	NA
4	159	'	Fe		NA
4	160	male	JJ	male	NA
4	161	'	Fe		NA
4	162	&	Fz	&	NA
4	163	'	Fe		NA
4	164	adult	NN	adult	NA
4	165	'	Fe		NA
4	166	,	Fc	,	NA
4	167	and	CC	and	NA
4	168	,	Fc	,	NA
4	169	,	RB	on_the_other_hand	NA
4	170	the	Fc	,	NA
4	171	other	Fe		NA
4	172	hand	NN	boy	NA
4	173	,	Fe		NA
4	174	'	VBZ	be	NA
4	175	boy	VBN	describe	NA
4	176	'	IN	as	NA
4	177	is	Fe		NA
4	178	described	JJ	human	NA
4	179	as	Fe		NA
4	180	'	Fz	&	NA
4	181	human	Fe		NA
4	182	'	JJ	male	NA
4	183	&	Fe		NA
4	184	'	Fz	&	NA
4	185	male	Fe		NA
4	186	' & '	NN	non-adult	NA
4	187	non	Fe		NA
4	188	-	Fp	.	NA
4	189	adult	PRP	it	NA
4	190	'	VBZ	be	NA
4	191	.	JJ	necessary	NA
4	192	It	TO	to	NA
4	193	is	VB	notice	NA
4	194	necessary	IN	that	NA
4	195	to	EX	there	NA
4	196	notice	VBP	be	NA
4	197	that	NNS	class	NA
4	198	there	IN	of	NA
4	199	are	NNS	word	NA
4	200	classes	Fc	,	NA
4	201	of	WDT	which	NA
4	202	words	VBP	be	NA
4	203	,	JJ	convenient	NA
4	204	which	IN	for	NA
4	205	are	JJ	lexical	NA
4	206	convenient	NN	decomposition	NA
4	207	for	Fc	,	NA
4	208	lexical	CC	but	NA
4	209	decomposition, but	EX	there	NA
4	210	but	VBP	be	NA
4	211	there	JJ	semantic	NA
4	212	are	NNS	cluster	NA
4	213	semantic	Fc	,	NA
4	214	clusters	WDT	which	NA
4	215	,	MD	can	NA
4	216	which	RB	not	NA
4	217	cannot	VB	be	NA
4	218	be	VBN	analyse	NA
4	219	analysed	Fp	.	NA
4	220	.	RBS	many	NA
4	221	Most	JJ	traditional	NA
4	222	traditional	NNS	example	NA
4	223	examples	VB	introduce	NA
4	224	introduce	NNS	term	NA
4	225	terms	IN	of	NA
4	226	of	NN	relationship	NA
4	227	relationship	Fc	,	NA
4	228	,	IN	as	NA
4	229	as	DT	the	NA
4	230	the	NN	method	NA
